,monster_name,monster_level,action_term,action_name,damage_type,attack_range,action_cost,attack_type,damage_dice_calculations,attack_roll_mod,spell_DC,spell_slot_level,casting time,target,area,duration,saving throw,spell attack,conditions
624,zebub (accuser devil),3,Spells 1,dimension door,0,['120'],2,Spell,0,[],17,5,2,['0'],0,0,0,False,0
625,hellbound attorney,4,Spells 1,burning hands,0,['0'],2,Spell,0,[],21,1,2,['0'],15-foot cone,0,basic Reflex,False,0
626,korlok,5,Spells 1,dimension door,0,['120'],2,Spell,0,[],19,5,2,['0'],0,0,0,False,0
627,barbazu (bearded devil),5,Spells 1,dimension door,0,['120'],2,Spell,0,[],19,5,2,['0'],0,0,0,False,0
628,hellforge barbazu,5,Spells 1,dimension door,0,['120'],2,Spell,0,[],19,5,2,['0'],0,0,0,False,0
629,hellforged glaive barbazu,5,Spells 1,dimension door,0,['120'],2,Spell,0,[],19,5,2,['0'],0,0,0,False,0
630,erinys (fury devil),8,Spells 1,dimension door,0,['120'],2,Spell,0,[],26,5,2,['0'],0,0,0,False,0
631,erinys (fury devil),8,Spells 1,divine wrath,0,['120'],2,Spell,0,[],26,4,2,['0'],20-foot burst,0,Fortitude,False,0
632,erinys (fury devil),8,Spells 1,illusory object,0,['500'],2,Spell,0,[],26,3,2,['0'],20-foot burst,10 minutes,0,False,0
633,sarglagon (drowning devil),8,Spells 1,control water,0,['500'],2,Spell,0,+18,23,5,2,['0'],50 feet long by 50 feet wide,0,0,False,0
634,sarglagon (drowning devil),8,Spells 1,dimension door,0,['120'],2,Spell,0,+18,23,5,2,['0'],0,0,0,False,0
635,sarglagon (drowning devil),8,Spells 1,freedom of movement,0,[],2,Spell,0,+18,23,4,2,['1'],0,10 minutes,0,False,"Grabbed,Immobilized,Restrained"
636,sarglagon (drowning devil),8,Spells 1,hydraulic torrent,0,['0'],2,Spell,0,+18,23,4,2,['0'],60-foot line,0,Fortitude,False,0
637,haznazak,9,Spells 1,dimension door,0,['120'],2,Spell,0,[],25,5,2,['0'],0,0,0,False,0
638,haznazak,9,Spells 1,phantom pain,0,['30'],2,Spell,0,[],25,5,2,['1'],0,1 minute,Will,False,0
639,haznazak,9,Spells 1,discern lies,0,['0'],2,Spell,0,[],25,4,2,['0'],0,10 minutes,0,False,0
640,haznazak,9,Spells 1,zone of truth,0,['30'],2,Spell,0,[],25,4,2,['0'],20-foot burst,10 minutes,Will,False,0
641,iyagian,9,Spells 1,dimension door,0,['120'],2,Spell,0,[],25,5,2,['0'],0,0,0,False,0
642,iyagian,9,Spells 1,phantom pain,0,['30'],2,Spell,0,[],25,5,2,['1'],0,1 minute,Will,False,0
643,iyagian,9,Spells 1,discern lies,0,['0'],2,Spell,0,[],25,4,2,['0'],0,10 minutes,0,False,0
644,osyluth,9,Spells 1,dimension door,0,['120'],2,Spell,0,[],25,5,2,['0'],0,0,0,False,0
645,osyluth,9,Spells 1,phantom pain,0,['30'],2,Spell,0,[],25,5,2,['1'],0,1 minute,Will,False,0
646,osyluth,9,Spells 1,discern lies,0,['0'],2,Spell,0,[],25,4,2,['0'],0,10 minutes,0,False,0
647,osyluth (bone devil),9,Spells 1,dimension door,0,['120'],2,Spell,0,[],25,5,2,['0'],0,0,0,False,0
648,osyluth (bone devil),9,Spells 1,phantom pain,0,['30'],2,Spell,0,[],25,5,2,['1'],0,1 minute,Will,False,0
649,osyluth (bone devil),9,Spells 1,discern lies,0,['0'],2,Spell,0,[],25,4,2,['0'],0,10 minutes,0,False,0
650,osyluth (bone devil),9,Spells 1,zone of truth,0,['30'],2,Spell,0,[],25,4,2,['0'],20-foot burst,10 minutes,Will,False,0
651,phistophilus (contract devil),10,Spells 1,dimension door,0,['120'],2,Spell,0,[],31,5,2,['0'],0,0,0,False,0
652,phistophilus (contract devil),10,Spells 1,fireball,0,['500'],2,Spell,0,[],31,5,2,['0'],20-foot burst,0,basic Reflex,False,0
653,phistophilus (contract devil),10,Spells 1,illusory scene,0,['500'],10 minutes,Spell,0,[],31,5,10 minutes,['0'],30-foot burst,1 hour,0,False,0
654,phistophilus (contract devil),10,Spells 1,lightning bolt,0,['0'],2,Spell,0,[],31,5,2,['0'],120-foot line,0,basic Reflex,False,0
655,phistophilus (contract devil),10,Spells 1,private sanctum,0,[],10 minutes,Spell,0,[],31,4,10 minutes,['0'],100-foot burst,24 hours,0,False,0
656,phistophilus (contract devil),10,Spells 1,silence,0,[],2,Spell,0,[],31,4,2,['1'],0,1 minute,0,False,0
657,hamatula (barbed devil),11,Spells 1,dimension door,0,['120'],2,Spell,0,+21,27,5,2,['0'],0,0,0,False,0
658,hamatula (barbed devil),11,Spells 1,harm,0,[],1,Spell,0,+21,27,3,1,['1'],0,0,Fortitude,False,0
659,munagola,11,Spells 1,dimension door,0,['120'],2,Spell,0,[],27,5,2,['0'],0,0,0,False,0
660,gelugon (ice devil),13,Spells 1,illusory scene,0,['500'],10 minutes,Spell,0,[],33,6,10 minutes,['0'],30-foot burst,1 hour,0,False,0
661,gelugon (ice devil),13,Spells 1,dimension door,0,['120'],2,Spell,0,[],33,5,2,['0'],0,0,0,False,0
662,gylou,14,Spells 1,dispel magic,0,['120'],2,Spell,0,+28,36,7,2,['1'],0,0,0,False,0
663,gylou,14,Spells 1,dominate,0,['30'],2,Spell,0,+28,36,7,2,['1'],0,until the next time you make your daily preparations,Will,False,0
664,gylou,14,Spells 1,black tentacles,0,['120'],3,Spell,0,+28,36,5,3,['0'],20-foot burst adjacent to a flat surface,1 minute,0,False,Grabbed
665,gylou,14,Spells 1,dimension door,0,['120'],2,Spell,0,+28,36,5,2,['0'],0,0,0,False,0
666,cornugon,16,Spells 1,dispel magic,0,['120'],2,Spell,0,[],36,7,2,['1'],0,0,0,False,0
667,cornugon,16,Spells 1,dimension door,0,['120'],2,Spell,0,[],36,5,2,['0'],0,0,0,False,0
668,"devil, cornugon (horned devil)",16,Spells 1,dispel magic,0,['120'],2,Spell,0,[],36,7,2,['1'],0,0,0,False,0
669,"devil, cornugon (horned devil)",16,Spells 1,dimension door,0,['120'],2,Spell,0,[],36,5,2,['0'],0,0,0,False,0
670,deimavigga,17,Spells 1,divine decree,0,['40'],2,Spell,0,+34,42,9,2,['0'],40-foot emanation,varies,Fortitude,False,0
671,deimavigga,17,Spells 1,dominate,0,['30'],2,Spell,0,+34,42,9,2,['1'],0,until the next time you make your daily preparations,Will,False,0
672,deimavigga,17,Spells 1,dimension door,0,['120'],2,Spell,0,+34,42,7,2,['0'],0,0,0,False,0
673,deimavigga,17,Spells 1,scrying,0,[],10 minutes,Spell,0,+34,42,7,10 minutes,['1'],0,sustained up to 10 minutes,Will,False,0
674,deimavigga,17,Spells 1,veil,0,['30'],2,Spell,0,+34,42,7,2,['10'],0,1 hour,0,False,0
675,deimavigga,17,Spells 1,warp mind,0,['120'],2,Spell,0,+34,42,7,2,['1'],0,0,Will,False,Confused
676,pit fiend (tyrant devil),20,Spells 1,meteor swarm,0,['500'],2,Spell,0,[],42,10,2,['0'],4 40-foot bursts,0,basic Reflex,False,0
677,pit fiend (tyrant devil),20,Spells 1,scrying,0,[],10 minutes,Spell,0,[],42,8,10 minutes,['1'],0,sustained up to 10 minutes,Will,False,0
678,pit fiend (tyrant devil),20,Spells 1,dimension door,0,['120'],2,Spell,0,[],42,5,2,['0'],0,0,0,False,0
679,devourer,11,Spells 1,feeblemind,0,['30'],2,Spell,0,[],31,6,2,['1'],0,varies,Will,False,0
680,devourer,11,Spells 1,true seeing,0,['0'],2,Spell,0,[],31,6,2,['0'],0,10 minutes,0,False,0
681,devourer,11,Spells 1,confusion,0,['30'],2,Spell,0,[],31,4,2,['1'],0,1 minute,Will,False,0
682,devourer,11,Spells 1,suggestion,0,['30'],2,Spell,0,[],31,4,2,['1'],0,varies,Will,False,0
683,devourer,11,Spells 1,paralyze,0,['30'],2,Spell,0,[],31,3,2,['1'],0,varies,Will,False,0
684,devourer,11,Spells 1,harm,0,[],1,Spell,0,[],31,1,1,['1'],0,0,Fortitude,False,0
685,dhampir wizard,2,Spells 1,command,0,['30'],2,Spell,0,+8,18,1,2,['1'],0,until the end of the targets next turn,Will,False,"Fleeing,Prone"
686,dhampir wizard,2,Spells 1,magic missile,0,['120'],1,Spell,0,+8,18,1,1,['1'],0,0,0,False,0
687,dhampir wizard,2,Spells 1,detect magic,0,['0'],2,Cantrip,0,+8,18,1,2,['0'],30-foot emanation,0,0,False,0
688,dhampir wizard,2,Spells 1,prestidigitation,0,['10'],2,Cantrip,0,+8,18,1,2,['1'],0,sustained,0,False,0
689,dhampir wizard,2,Spells 1,ray of frost,0,['120'],2,Cantrip,0,+8,18,1,2,['1'],0,0,0,True,0
690,dhampir wizard,2,Spells 1,shield,0,['0'],1,Cantrip,0,+8,18,1,1,['0'],0,until the start of your next turn,0,False,0
691,dread dhuthorex,11,Spells 1,hypnotic pattern,0,['120'],2,Spell,0,[],27,3,2,['0'],10-foot burst,sustained up to 1 minute,Will,False,"Dazzled,Fascinated"
692,doru,1,Spells 1,read omens,0,['0'],10 minutes,Spell,0,[],17,4,10 minutes,['0'],0,0,0,False,0
693,doru,1,Spells 1,charm,0,['30'],2,Spell,0,[],17,1,2,['1'],0,1 hour,Will,False,Hostile
694,doru,1,Spells 1,illusory object,0,['500'],2,Spell,0,[],17,1,2,['0'],20-foot burst,10 minutes,0,False,0
695,"div, aghash",4,Spells 1,dimension door,0,['120'],2,Spell,0,[],21,4,2,['0'],0,0,0,False,0
696,"div, sepid",14,Spells 1,dispel magic,0,['120'],2,Spell,0,[],34,7,2,['1'],0,0,0,False,0
697,"div, sepid",14,Spells 1,paralyze,0,['30'],2,Spell,0,[],34,7,2,['1'],0,varies,Will,False,0
698,"div, sepid",14,Spells 1,fly,0,[],2,Spell,0,[],34,4,2,['1'],0,5 minutes,0,False,0
699,doorwarden,5,Spells 1,see invisibility,0,['0'],2,Spell,0,[],19,2,2,['0'],0,10 minutes,0,False,"Concealed,Invisible"
700,young white dragon,6,Spells 1,dispel magic,0,['120'],2,Spell,0,+16,24,2,2,['1'],0,0,0,False,0
701,young white dragon,6,Spells 1,invisibility,0,[],2,Spell,0,+16,24,2,2,['1'],0,10 minutes,0,False,"Hostile,Hidden,Undetected,Invisible"
702,young white dragon,6,Spells 1,ray of enfeeblement,0,['30'],2,Spell,0,+16,24,1,2,['1'],0,1 minute,Fortitude,False,Enfeebled
703,young white dragon,6,Spells 1,mage hand,0,['30'],2,Cantrip,0,+16,24,1,2,['1'],0,sustained,0,False,Invisible
704,young white dragon,6,Spells 1,ray of frost,0,['120'],2,Cantrip,0,+16,24,1,2,['1'],0,0,0,True,0
705,young white dragon,6,Spells 1,read aura,0,['30'],1 minute,Cantrip,0,+16,24,1,1 minute,['1'],0,0,0,False,0
706,young black dragon,7,Spells 1,slow,0,['30'],2,Spell,0,+18,25,3,2,['1'],0,1 minute,Fortitude,False,0
707,young black dragon,7,Spells 1,stinking cloud,0,['120'],2,Spell,0,+18,25,3,2,['0'],20-foot burst,1 minute,Fortitude,False,"Concealed,Slowed"
708,young black dragon,7,Spells 1,blur,0,[],2,Spell,0,+18,25,2,2,['1'],0,1 minute,0,False,Concealed
709,young black dragon,7,Spells 1,glitterdust,0,['120'],2,Spell,0,+18,25,2,2,['0'],10-foot burst,0,Reflex,False,"Blinded,Concealed,Dazzled,Invisible"
710,young black dragon,7,Spells 1,invisibility,0,[],2,Spell,0,+18,25,2,2,['1'],0,10 minutes,0,False,"Hostile,Hidden,Undetected,Invisible"
711,young black dragon,7,Spells 1,alarm,0,[],10 minutes,Spell,0,+18,25,1,10 minutes,['0'],20-foot burst,8 hours,0,False,0
712,young black dragon,7,Spells 1,ray of enfeeblement,0,['30'],2,Spell,0,+18,25,1,2,['1'],0,1 minute,Fortitude,False,Enfeebled
713,young black dragon,7,Spells 1,true strike,0,['0'],1,Spell,0,+18,25,1,1,['0'],0,until the end of your turn,0,False,"Hidden,Concealed"
714,young black dragon,7,Spells 1,detect magic,0,['0'],2,Cantrip,0,+18,25,1,2,['0'],30-foot emanation,0,0,False,0
715,young black dragon,7,Spells 1,prestidigitation,0,['10'],2,Cantrip,0,+18,25,1,2,['1'],0,sustained,0,False,0
716,young black dragon,7,Spells 1,read aura,0,['30'],1 minute,Cantrip,0,+18,25,1,1 minute,['1'],0,0,0,False,0
717,young black dragon,7,Spells 1,tanglefoot,0,['30'],2,Cantrip,0,+18,25,1,2,['1'],0,0,0,False,0
718,young green dragon,8,Spells 1,entangle,0,['120'],2,Spell,0,[],26,2,2,['0'],all squares in a 20-foot-radius burst that contain plants,1 minute,Reflex,False,Immobilized
719,young green dragon,8,Spells 2,dispel magic,0,['120'],2,Spell,0,+20,26,3,2,['1'],0,0,0,False,0
720,young green dragon,8,Spells 2,locate,0,['500'],10 minutes,Spell,0,+20,26,3,10 minutes,['1'],0,sustained,0,False,Observed
721,young green dragon,8,Spells 2,humanoid form,0,['0'],2,Spell,0,+20,26,2,2,['0'],0,10 minutes,0,False,0
722,young green dragon,8,Spells 2,mirror image,0,['0'],2,Spell,0,+20,26,2,2,['0'],0,1 minute,0,False,0
723,young green dragon,8,Spells 2,see invisibility,0,['0'],2,Spell,0,+20,26,2,2,['0'],0,10 minutes,0,False,"Concealed,Invisible"
724,young green dragon,8,Spells 2,illusory object,0,['500'],2,Spell,0,+20,26,1,2,['0'],20-foot burst,10 minutes,0,False,0
725,young green dragon,8,Spells 2,true strike,0,['0'],1,Spell,0,+20,26,1,1,['0'],0,until the end of your turn,0,False,"Hidden,Concealed"
726,young green dragon,8,Spells 2,ventriloquism,0,['0'],2,Spell,0,+20,26,1,2,['0'],0,10 minutes,0,False,0
727,young green dragon,8,Spells 2,detect magic,0,['0'],2,Cantrip,0,+20,26,1,2,['0'],30-foot emanation,0,0,False,0
728,young green dragon,8,Spells 2,read aura,0,['30'],1 minute,Cantrip,0,+20,26,1,1 minute,['1'],0,0,0,False,0
729,young green dragon,8,Spells 2,shield,0,['0'],1,Cantrip,0,+20,26,1,1,['0'],0,until the start of your next turn,0,False,0
730,young blue dragon,9,Spells 2,dimension door,0,['120'],2,Spell,0,+21,28,4,2,['0'],0,0,0,False,0
731,young blue dragon,9,Spells 2,hallucinatory terrain,0,['500'],10 minutes,Spell,0,+21,28,4,10 minutes,['0'],50-foot burst,until the next time you make your daily preparations,0,False,0
732,young blue dragon,9,Spells 2,dream message,0,[],10 minutes,Spell,0,+21,28,3,10 minutes,['1'],0,1 day,0,False,0
733,young blue dragon,9,Spells 2,hypnotic pattern,0,['120'],2,Spell,0,+21,28,3,2,['0'],10-foot burst,sustained up to 1 minute,Will,False,"Dazzled,Fascinated"
734,young blue dragon,9,Spells 2,paralyze,0,['30'],2,Spell,0,+21,28,3,2,['1'],0,varies,Will,False,0
735,young blue dragon,9,Spells 2,dispel magic,0,['120'],2,Spell,0,+21,28,2,2,['1'],0,0,0,False,0
736,young blue dragon,9,Spells 2,invisibility,0,[],2,Spell,0,+21,28,2,2,['1'],0,10 minutes,0,False,"Hostile,Hidden,Undetected,Invisible"
737,young blue dragon,9,Spells 2,mirror image,0,['0'],2,Spell,0,+21,28,2,2,['0'],0,1 minute,0,False,0
738,young blue dragon,9,Spells 2,alarm,0,[],10 minutes,Spell,0,+21,28,1,10 minutes,['0'],20-foot burst,8 hours,0,False,0
739,young blue dragon,9,Spells 2,charm,0,['30'],2,Spell,0,+21,28,1,2,['1'],0,1 hour,Will,False,Hostile
740,young blue dragon,9,Spells 2,unseen servant,0,['60'],3,Spell,0,+21,28,1,3,['0'],0,sustained,0,False,0
741,young blue dragon,9,Spells 2,message,0,['120'],1,Cantrip,0,+21,28,1,1,['1'],0,see below,0,False,0
742,young blue dragon,9,Spells 2,read aura,0,['30'],1 minute,Cantrip,0,+21,28,1,1 minute,['1'],0,0,0,False,0
743,young blue dragon,9,Spells 2,shield,0,['0'],1,Cantrip,0,+21,28,1,1,['0'],0,until the start of your next turn,0,False,0
744,young blue dragon,9,Spells 2,sigil,0,[],2,Cantrip,0,+21,28,1,2,['1'],0,unlimited (see below),0,False,Invisible
745,adult white dragon,10,Spells 2,charm,0,['30'],2,Spell,0,+21,29,4,2,['1'],0,1 hour,Will,False,Hostile
746,adult white dragon,10,Spells 2,dimension door,0,['120'],2,Spell,0,+21,29,4,2,['0'],0,0,0,False,0
747,adult white dragon,10,Spells 2,freedom of movement,0,[],2,Spell,0,+21,29,4,2,['1'],0,10 minutes,0,False,"Grabbed,Immobilized,Restrained"
748,adult white dragon,10,Spells 2,earthbind,0,['120'],2,Spell,0,+21,29,3,2,['1'],0,varies,Fortitude,False,0
749,adult white dragon,10,Spells 2,haste,0,['30'],2,Spell,0,+21,29,3,2,['1'],0,1 minute,0,False,Quickened
750,adult white dragon,10,Spells 2,vampiric touch,0,[],2,Spell,0,+21,29,3,2,['1'],0,0,basic Fortitude,False,0
751,adult white dragon,10,Spells 2,dispel magic,0,['120'],2,Spell,0,+21,29,2,2,['1'],0,0,0,False,0
752,adult white dragon,10,Spells 2,invisibility,0,[],2,Spell,0,+21,29,2,2,['1'],0,10 minutes,0,False,"Hostile,Hidden,Undetected,Invisible"
753,adult white dragon,10,Spells 2,ray of enfeeblement,0,['30'],2,Spell,0,+21,29,1,2,['1'],0,1 minute,Fortitude,False,Enfeebled
754,adult white dragon,10,Spells 2,mage hand,0,['30'],2,Cantrip,0,+21,29,1,2,['1'],0,sustained,0,False,Invisible
755,adult white dragon,10,Spells 2,ray of frost,0,['120'],2,Cantrip,0,+21,29,1,2,['1'],0,0,0,True,0
756,adult white dragon,10,Spells 2,read aura,0,['30'],1 minute,Cantrip,0,+21,29,1,1 minute,['1'],0,0,0,False,0
757,young red dragon,10,Spells 1,read aura,0,['30'],1 minute,Cantrip,0,[],27,1,1 minute,['1'],0,0,0,False,0
758,young red dragon,10,Spells 2,crushing despair,0,['0'],2,Spell,0,+23,29,4,2,['0'],30-foot cone,1 or more rounds,Will,False,0
759,young red dragon,10,Spells 2,invisibility,0,[],2,Spell,0,+23,29,4,2,['1'],0,10 minutes,0,False,"Hostile,Hidden,Undetected,Invisible"
760,young red dragon,10,Spells 2,stoneskin,0,[],2,Spell,0,+23,29,4,2,['1'],0,20 minutes,0,False,0
761,young red dragon,10,Spells 2,grease,0,['30'],2,Spell,0,+23,29,3,2,['1'],4 contiguous 5-foot squares or;,1 minute,Fortitude,False,Prone
762,young red dragon,10,Spells 2,haste,0,['30'],2,Spell,0,+23,29,3,2,['1'],0,1 minute,0,False,Quickened
763,young red dragon,10,Spells 2,see invisibility,0,['0'],2,Spell,0,+23,29,2,2,['0'],0,10 minutes,0,False,"Concealed,Invisible"
764,young red dragon,10,Spells 2,charm,0,['30'],2,Spell,0,+23,29,1,2,['1'],0,1 hour,Will,False,Hostile
765,young red dragon,10,Spells 2,ray of enfeeblement,0,['30'],2,Spell,0,+23,29,1,2,['1'],0,1 minute,Fortitude,False,Enfeebled
766,young red dragon,10,Spells 2,true strike,0,['0'],1,Spell,0,+23,29,1,1,['0'],0,until the end of your turn,0,False,"Hidden,Concealed"
767,young red dragon,10,Spells 2,daze,0,['60'],2,Cantrip,0,+23,29,1,2,['1'],0,1 round,Will,False,Stunned
768,young red dragon,10,Spells 2,mage hand,0,['30'],2,Cantrip,0,+23,29,1,2,['1'],0,sustained,0,False,Invisible
769,young red dragon,10,Spells 2,message,0,['120'],1,Cantrip,0,+23,29,1,1,['1'],0,see below,0,False,0
770,young red dragon,10,Spells 2,sigil,0,[],2,Cantrip,0,+23,29,1,2,['1'],0,unlimited (see below),0,False,Invisible
771,adult black dragon,11,Spells 2,black tentacles,0,['120'],3,Spell,0,+24,30,5,3,['0'],20-foot burst adjacent to a flat surface,1 minute,0,False,Grabbed
772,adult black dragon,11,Spells 2,clairvoyance,0,['500'],1 minute,Spell,0,+24,30,4,1 minute,['0'],0,10 minutes,0,False,Invisible
773,adult black dragon,11,Spells 2,dimension door,0,['120'],2,Spell,0,+24,30,4,2,['0'],0,0,0,False,0
774,adult black dragon,11,Spells 2,suggestion,0,['30'],2,Spell,0,+24,30,4,2,['1'],0,varies,Will,False,0
775,adult black dragon,11,Spells 2,paralyze,0,['30'],2,Spell,0,+24,30,3,2,['1'],0,varies,Will,False,0
776,adult black dragon,11,Spells 2,slow,0,['30'],2,Spell,0,+24,30,3,2,['1'],0,1 minute,Fortitude,False,0
777,adult black dragon,11,Spells 2,stinking cloud,0,['120'],2,Spell,0,+24,30,3,2,['0'],20-foot burst,1 minute,Fortitude,False,"Concealed,Slowed"
778,adult black dragon,11,Spells 2,blur,0,[],2,Spell,0,+24,30,2,2,['1'],0,1 minute,0,False,Concealed
779,adult black dragon,11,Spells 2,glitterdust,0,['120'],2,Spell,0,+24,30,2,2,['0'],10-foot burst,0,Reflex,False,"Blinded,Concealed,Dazzled,Invisible"
780,adult black dragon,11,Spells 2,invisibility,0,[],2,Spell,0,+24,30,2,2,['1'],0,10 minutes,0,False,"Hostile,Hidden,Undetected,Invisible"
781,adult black dragon,11,Spells 2,alarm,0,[],10 minutes,Spell,0,+24,30,1,10 minutes,['0'],20-foot burst,8 hours,0,False,0
782,adult black dragon,11,Spells 2,ray of enfeeblement,0,['30'],2,Spell,0,+24,30,1,2,['1'],0,1 minute,Fortitude,False,Enfeebled
783,adult black dragon,11,Spells 2,true strike,0,['0'],1,Spell,0,+24,30,1,1,['0'],0,until the end of your turn,0,False,"Hidden,Concealed"
784,adult black dragon,11,Spells 2,detect magic,0,['0'],2,Cantrip,0,+24,30,1,2,['0'],30-foot emanation,0,0,False,0
785,adult black dragon,11,Spells 2,prestidigitation,0,['10'],2,Cantrip,0,+24,30,1,2,['1'],0,sustained,0,False,0
786,adult black dragon,11,Spells 2,read aura,0,['30'],1 minute,Cantrip,0,+24,30,1,1 minute,['1'],0,0,0,False,0
787,adult black dragon,11,Spells 2,tanglefoot,0,['30'],2,Cantrip,0,+24,30,1,2,['1'],0,0,0,False,0
788,adult green dragon,12,Spells 1,suggestion,0,['30'],2,Spell,0,[],32,4,2,['1'],0,varies,Will,False,0
789,adult green dragon,12,Spells 2,cloudkill,0,['120'],3,Spell,0,+26,33,5,3,['0'],20-foot burst,1 minute,basic Fortitude,False,0
790,adult green dragon,12,Spells 2,dispel magic,0,['120'],2,Spell,0,+26,33,5,2,['1'],0,0,0,False,0
791,adult green dragon,12,Spells 2,tongues,0,[],2,Spell,0,+26,33,5,2,['1'],0,1 hour,0,False,0
792,adult green dragon,12,Spells 2,clairvoyance,0,['500'],1 minute,Spell,0,+26,33,4,1 minute,['0'],0,10 minutes,0,False,Invisible
793,adult green dragon,12,Spells 2,dimension door,0,['120'],2,Spell,0,+26,33,4,2,['0'],0,0,0,False,0
794,adult green dragon,12,Spells 2,stoneskin,0,[],2,Spell,0,+26,33,4,2,['1'],0,20 minutes,0,False,0
795,adult green dragon,12,Spells 2,dispel magic,0,['120'],2,Spell,0,+26,33,3,2,['1'],0,0,0,False,0
796,adult green dragon,12,Spells 2,locate,0,['500'],10 minutes,Spell,0,+26,33,3,10 minutes,['1'],0,sustained,0,False,Observed
797,adult green dragon,12,Spells 2,humanoid form,0,['0'],2,Spell,0,+26,33,2,2,['0'],0,10 minutes,0,False,0
798,adult green dragon,12,Spells 2,mirror image,0,['0'],2,Spell,0,+26,33,2,2,['0'],0,1 minute,0,False,0
799,adult green dragon,12,Spells 2,see invisibility,0,['0'],2,Spell,0,+26,33,2,2,['0'],0,10 minutes,0,False,"Concealed,Invisible"
800,adult green dragon,12,Spells 2,illusory object,0,['500'],2,Spell,0,+26,33,1,2,['0'],20-foot burst,10 minutes,0,False,0
801,adult green dragon,12,Spells 2,true strike,0,['0'],1,Spell,0,+26,33,1,1,['0'],0,until the end of your turn,0,False,"Hidden,Concealed"
802,adult green dragon,12,Spells 2,ventriloquism,0,['0'],2,Spell,0,+26,33,1,2,['0'],0,10 minutes,0,False,0
803,adult green dragon,12,Spells 2,detect magic,0,['0'],2,Cantrip,0,+26,33,1,2,['0'],30-foot emanation,0,0,False,0
804,adult green dragon,12,Spells 2,read aura,0,['30'],1 minute,Cantrip,0,+26,33,1,1 minute,['1'],0,0,0,False,0
805,adult green dragon,12,Spells 2,shield,0,['0'],1,Cantrip,0,+26,33,1,1,['0'],0,until the start of your next turn,0,False,0
806,adult blue dragon,13,Spells 1,illusory creature,0,['500'],2,Spell,0,[],33,6,2,['0'],0,sustained,0,False,0
807,adult blue dragon,13,Spells 1,illusory object,0,['500'],2,Spell,0,[],33,6,2,['0'],20-foot burst,10 minutes,0,False,0
808,adult blue dragon,13,Spells 2,baleful polymorph,0,['30'],2,Spell,0,+27,34,6,2,['1'],0,varies,Fortitude,False,0
809,adult blue dragon,13,Spells 2,mislead,0,['0'],2,Spell,0,+27,34,6,2,['0'],0,sustained up to 1 minute,0,False,"Hostile,Invisible"
810,adult blue dragon,13,Spells 2,chromatic wall,0,['120'],3,Spell,0,+27,34,5,3,['0'],0,10 minutes,Fortitude,False,Enfeebled
811,adult blue dragon,13,Spells 2,false vision,0,[],10 minutes,Spell,0,+27,34,5,10 minutes,['0'],100-foot burst,until the next time you make your daily preparations,0,False,0
812,adult blue dragon,13,Spells 2,illusory scene,0,['500'],10 minutes,Spell,0,+27,34,5,10 minutes,['0'],30-foot burst,1 hour,0,False,0
813,adult blue dragon,13,Spells 2,clairvoyance,0,['500'],1 minute,Spell,0,+27,34,4,1 minute,['0'],0,10 minutes,0,False,Invisible
814,adult blue dragon,13,Spells 2,dimension door,0,['120'],2,Spell,0,+27,34,4,2,['0'],0,0,0,False,0
815,adult blue dragon,13,Spells 2,hallucinatory terrain,0,['500'],10 minutes,Spell,0,+27,34,4,10 minutes,['0'],50-foot burst,until the next time you make your daily preparations,0,False,0
816,adult blue dragon,13,Spells 2,dream message,0,[],10 minutes,Spell,0,+27,34,3,10 minutes,['1'],0,1 day,0,False,0
817,adult blue dragon,13,Spells 2,hypnotic pattern,0,['120'],2,Spell,0,+27,34,3,2,['0'],10-foot burst,sustained up to 1 minute,Will,False,"Dazzled,Fascinated"
818,adult blue dragon,13,Spells 2,paralyze,0,['30'],2,Spell,0,+27,34,3,2,['1'],0,varies,Will,False,0
819,adult blue dragon,13,Spells 2,dispel magic,0,['120'],2,Spell,0,+27,34,2,2,['1'],0,0,0,False,0
820,adult blue dragon,13,Spells 2,invisibility,0,[],2,Spell,0,+27,34,2,2,['1'],0,10 minutes,0,False,"Hostile,Hidden,Undetected,Invisible"
821,adult blue dragon,13,Spells 2,mirror image,0,['0'],2,Spell,0,+27,34,2,2,['0'],0,1 minute,0,False,0
822,adult blue dragon,13,Spells 2,alarm,0,[],10 minutes,Spell,0,+27,34,1,10 minutes,['0'],20-foot burst,8 hours,0,False,0
823,adult blue dragon,13,Spells 2,charm,0,['30'],2,Spell,0,+27,34,1,2,['1'],0,1 hour,Will,False,Hostile
824,adult blue dragon,13,Spells 2,unseen servant,0,['60'],3,Spell,0,+27,34,1,3,['0'],0,sustained,0,False,0
825,adult blue dragon,13,Spells 2,message,0,['120'],1,Cantrip,0,+27,34,1,1,['1'],0,see below,0,False,0
826,adult blue dragon,13,Spells 2,read aura,0,['30'],1 minute,Cantrip,0,+27,34,1,1 minute,['1'],0,0,0,False,0
827,adult blue dragon,13,Spells 2,shield,0,['0'],1,Cantrip,0,+27,34,1,1,['0'],0,until the start of your next turn,0,False,0
828,adult blue dragon,13,Spells 2,sigil,0,[],2,Cantrip,0,+27,34,1,2,['1'],0,unlimited (see below),0,False,Invisible
829,adult red dragon,14,Spells 1,suggestion,0,['30'],2,Spell,0,[],35,4,2,['1'],0,varies,Will,False,0
830,adult red dragon,14,Spells 1,read aura,0,['30'],1 minute,Cantrip,0,[],35,4,1 minute,['1'],0,0,0,False,0
