name,Rarity,Alignment,Creature Level,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Perception,HP,AC,Fort,Ref,Will,Fort DC,Ref DC,Will DC,speed_Land,speed_Fly,speed_Swim,spped_Burrow,speed_Climb,speed_Other,speed_Highest Overland,one_Immunity,one_Resistance,one_Weakness,many_Immunity,many_Resistance,many_Weakness,Attack 1,attack1_mod,Attack 2,attack2_mod,Attack 3,attack3_mod,Attack 4,attack4_mod,Attack 5,attack5_mod,Attack 6,attack6_mod,Attack 7,attack7_mod,Max HB,Spells 1,spell1_mod,Spells 2,spell2_mod,Spells 3,spell3_mod,Max DC,SPAtk 1,SPAtk 2,SPAtk 3,Max SPAtk,dmg_acid,dmg_cold,dmg_electricity,dmg_fire,dmg_sonic,dmg_Negative,dmg_Positive,dmg_Mental,dmg_Poison,dmg_Force,dmg_Bludgeoning,dmg_Piercing,dmg_Slashing,dmg_Persistent,dmg_Bleed,dmg_Lawful,dmg_Chaotic,dmg_Good,dmg_Evil,dmg_Magical,Reaction 1,Reaction 2,Reaction 3,Attack Op
IVENA,Unique,Chaotic Evil,10,Human,Humanoid,,,,,,19,180,30,20,17,19,,-3,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee greatclub +22 (backswing, shove), Damage 2d10+11 bludgeoning plus knockdown",22,"Melee kick +21 (agile), Damage 1d8+11 bludgeoning",21,"Ranged shortbow +21 (deadly d10, range increment 60 feet, reload 0), Damage 2d6+8 piercing",21,0,,0,,0,,0,,22,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,,TRUE
LURB,Unique,Chaotic Evil,10,Human,Humanoid,,,,,,19,180,30,20,17,19,,-3,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee greatclub +22 (backswing, shove), Damage 2d10+11 bludgeoning plus knockdown",22,"Melee kick +21 (agile), Damage 1d8+11 bludgeoning",21,"Ranged shortbow +21 (deadly d10, range increment 60 feet, reload 0), Damage 2d6+8 piercing",21,0,,0,,0,,0,,22,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,,TRUE
ONE-EYE AMNIN,Unique,Chaotic Evil,10,Human,Humanoid,,,,,,19,180,30,20,17,19,,-3,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee greatclub +22 (backswing, shove), Damage 2d10+11 bludgeoning plus knockdown",22,"Melee kick +21 (agile), Damage 1d8+11 bludgeoning",21,"Ranged shortbow +21 (deadly d10, range increment 60 feet, reload 0), Damage 2d6+8 piercing",21,0,,0,,0,,0,,22,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,,TRUE
RUNKRUNK,Uncommon,Neutral,10,Construct,Golem,Mindless,,,,,16,175,29,23,16,17,,-3,,20,,,,,,20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Melee fist +24 (magical, reach 10 feet), Damage 2d10+12 bludgeoning plus cursed wound",24,0,,0,,0,,0,,0,,0,,24,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Quicken (magical tradition: divine The power of the divine is steeped in faith, the unseen, and belief in a power source from beyond the Material Plane. Clerics are the most iconic divine spellcasters, beseeching the gods to grant them their magic. Divine sorcerers can use the blood of their celestial or fiendish ancestors as a divine conduit, and champions call upon their gods to grant them martial prowess through divine guidance.&gt;divine, transmutation) Frequency Once per day. Trigger The clay golemes turn begins. It canet trigger this free action on the first turn of combat. Effect The clay golem becomes quickened for 1 minute.",,,FALSE
ADRIVALLO,Unique,Chaotic Evil,10,Fey,,,,,,,16,210,28,18,17,14,,-1,,35,,,,,,35,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee dagger +23 (agile, finesse, versatile S), Damage 1d4+11 piercing",23,"Ranged dagger +23 (agile, thrown 10 feet, versatile S), Damage 1d4+11 piercing",23,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,0,,0,,23,"Primal Innate Spells DC 29; 4th charm, fear, sleep, suggestion; Cantrips (5th) dancing lights, dirge of doom (Core Rulebook 386), ghost sound, inspire competence (Core Rulebook 386), inspire courage (Core Rulebook 386), triple time (Core Rulebook 387)",29,0,,0,,29,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nimble Dodge Trigger A creature targets you with an attack and you can see the attacker; Requirements You are not encumbered. Effect You deftly dodge out of the way, gaining a +2 circumstance bonus to AC against the triggering attack.",,,FALSE
ANDERA PALDREEN,Unique,Neutral,10,Human,Humanoid,,,,,,21,175,30,21,16,21,,-4,,20,,,,,,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee +1 striking falchion +22 (forceful, sweep), Damage 2d10+7 slashing",1,0,,0,,0,,0,,0,,0,,1,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike..",,,TRUE
AUKASHUNGI SWARM,Uncommon,Chaotic Evil,10,Aberration,Amphibious,Swarm,,,,,18,210,28,17,24,13,-1,,,35,,,35,,,35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
DARKLANDS ALCHEMICAL GOLEM,Uncommon,Neutral,10,Alchemical,Construct,Golem,Mindless,,,,17,170,29,22,21,17,,,,25,,,,,,25,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Melee syringe +24 (magical, reach 10 feet), Damage 2d10+8 piercing plus alchemical injection",24,"Ranged bomb +22 (magical, thrown 20 feet), Damage see Generate Bomb",22,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,0,,0,,24,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
JAPU THALENGER,Unique,Lawful Evil,10,Human,Humanoid,,,,,,16,175,30,20,18,20,,-2,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee rapier +21 (deadly d8, disarm, finesse, magical), Damage 2d6+8 piercing plus wyvern poison",21,"Ranged alchemical bomb +22 (range increment 30 feet, splash), Damage varies by bomb",22,0,,0,,0,,0,,0,,22,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
KHURFEL,Unique,Chaotic Evil,10,Humanoid,Urdefhan,,,,,,19,200,28,20,19,22,,,,25,,,,,,25,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Melee rhoka sword +24 (deadly 2d8, magical, two-hand 2d10), Damage 2d8+11 slashing",24,"Melee jaws +23, Damage 2d8+11 piercing plus wicked bite",23,"Ranged heavy crossbow +22 (range increment 120 feet, reload 2), Damage 1d10 piercing",22,0,,0,,0,,0,,24,"Divine Innate Spells DC 28, attack +20; 4th harm, read omens; 3rd blindness, paralyze; 2nd augury, death knell; 1st feather fall (at will, self only), ray of enfeeblement",28,0,,0,,28,20,,,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,,TRUE
KYRION,Unique,Chaotic Neutral,10,Dragon,Fire,,,,,,20,210,30,21,18,19,,-2,,40,120,,,,,120,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee jaws +23 (fire, reach 10 feet), Damage 2d12+12 piercing plus 2d6 fire",23,"Melee claw +23 (agile), Damage 2d10+12 slashing",23,"Melee tail +21 (reach 15 feet), Damage 2d12+10 slashing",21,"Melee wing +21 (agile, reach 10 feet), Damage 1d10+10 slashing",21,0,,0,,0,,23,"Arcane Innate Spells DC 27; Cantrips (4th) detect magic, read aura",27,"Arcane Prepared Spells DC 29, attack +23; 4th crushing despair, invisibility, stoneskin; 3rd grease, haste, mind reading; 2nd comprehend language, resist energy, see invisibility; 1st charm, ray of enfeeblement, true strike; Cantrips (4th) chill touch, daze, mage hand, message, sigil",29,0,,29,,23,,23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike. Jaws only.",,,TRUE
MAURRISA JONNE,Unique,Neutral,10,Human,Humanoid,,,,,,20,230,29,20,19,18,,,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee fist +22 (agile, finesse, unarmed), Damage 2d6+10 bludgeoning plus Grab",22,0,,0,,0,,0,,0,,0,,22,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",Duck and Weave Trigger A creature misses two consecutive melee Strikes against Maurrisa; Effect Maurrisa takes advantage of a flailing foees opening. She can either Step 5 feet or make a melee Strike against the triggering creature.,"Rabbit Punch (incapacitation) Trigger Maurrisa can make an Attack of Opportunity; Effect Maurrisa chops her opponent on the back of the head or neck, possibly concussing them. The target must attempt a DC 26 Fortitude save. On a failure, the creature takes damage as if hit by Maurrisaes fist Strike, and is stunned 1. On a critical failure, the creature is stunned 3 instead.",TRUE
MIALARI DOCUR,Unique,Chaotic Neutral,10,Elf,Humanoid,,,,,,20,160,30,17,21,19,-3,,,30,,,,,,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee rapier +22 (deadly 1d8, disarm, magical, finesse), Damage 2d6+11 piercing",22,"Ranged hand crossbow +22 (magical), Damage 1d6+6 piercing",22,"Ranged Legerdemain Mialari can use telekinesis to perform manipulate actions that use the Thievery skill at a range of 30 feet, but she takes a -2 circumstance penalty to her check when doing so.",30,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,0,,30,"Occult Spontaneous Spells DC 29, attack +23; 3rd (3 slots) enthrall, haste, mind reading; 2nd (3 slots) calm emotions, mirror image, telekinetic maneuver; 1st (3 slots) charm, soothe, true strike; Cantrips (3rd) detect magic, mage hand, shield, telekinetic projectile",29,0,,0,,29,23,,,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nimble Dodge Trigger A creature targets you with an attack and you can see the attacker; Requirements You are not encumbered. Effect You deftly dodge out of the way, gaining a +2 circumstance bonus to AC against the triggering attack.",,,FALSE
RUSTY MAE,Unique,Lawful Evil,10,Hag,Humanoid,,,,,,22,155,30,22,16,19,,-4,,40,,,,,,40,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Melee claws +23 (agile, cold iron, magical, reach 10 feet), Damage 2d8+13 slashing plus Grab and rust",23,0,,0,,0,,0,,0,,0,,23,0,,0,,0,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
SCARLET TRIAD BRUISER,Unique,Chaotic Evil,10,Human,Humanoid,,,,,,19,180,30,20,17,19,,-3,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee greatclub +22 (backswing, shove), Damage 2d10+11 bludgeoning plus knockdown",22,"Melee kick +21 (agile), Damage 1d8+11 bludgeoning",21,"Ranged shortbow +21 (deadly d10, range increment 60 feet, reload 0), Damage 2d6+8 piercing",21,0,,0,,0,,0,,22,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,,TRUE
TYRROICESE,Unique,Neutral Evil,10,Construct,Ooze,,,,,,16,320,27,21,14,19,,-3,,15,,,,,,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Melee pseudopod +23 (acid, magical, reach 15 feet, versatile P), Damage 2d10+13 bludgeoning plus 1d6 acid",23,0,,0,,0,,0,,0,,0,,23,0,,0,,0,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
URTHAGUL,Common,Chaotic Evil,10,Aberration,,,,,,,19,175,30,22,17,19,,-3,,40,,,,20,,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee jaws +23 (reach 15 feet), Damage 2d12+13 piercing",23,"Melee claw +23 (agile, reach 15 feet), Damage 2d8+13 slashing",23,0,,0,,0,,0,,0,,23,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,,TRUE
WRENT DICASPIRON,Unique,Chaotic Evil,10,Human,Humanoid,,,,,,22,180,30,22,20,17,,,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee cleaver +24 (forceful, sweep), Damage 2d8+8 slashing",24,"Melee spiked chain +22 (disarm, finesse, reach 15 feet, trip), Damage 2d8+6 piercing plus Grab",22,0,,0,,0,,0,,0,,24,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,,TRUE
ZEAL-DAMNED GHOUL,Uncommon,Chaotic Evil,10,Ghoul,Undead,,,,,,21,175,29,19,22,19,,,,30,,,5,,,30,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee jaws +22 (finesse), Damage 2d6+8 piercing plus 1d6 chaotic, 1d6 negative, ghoul fever, and paralysis",22,"Melee claws +22 (agile, finesse), Damage 2d4+8 slashing plus 1d6 chaotic, 1d6 negative, and paralysis",22,0,,0,,0,,0,,0,,22,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,FALSE
ANNIKIA,Uncommon,Neutral Evil,11,Human,Humanoid,,,,,,22,195,31,18,24,18,-3,,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee dagger +22 (agile, finesse, versatile S), Damage 1d4+9 piercing",22,"Melee shortsword +23 (agile, finesse, magical, versatile S), Damage 2d6+9 piercing",23,"Ranged dagger +22 (agile, finesse, thrown 10 feet, versatile S), Damage 1d4+9 piercing",22,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,23,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nimble Dodge Trigger A creature targets you with an attack and you can see the attacker; Requirements You are not encumbered. Effect You deftly dodge out of the way, gaining a +2 circumstance bonus to AC against the triggering attack.",,,FALSE
AVERY COLLESTIN,Uncommon,Neutral Evil,11,Human,Humanoid,,,,,,22,195,31,18,24,18,-3,,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee dagger +22 (agile, finesse, versatile S), Damage 1d4+9 piercing",22,"Melee shortsword +23 (agile, finesse, magical, versatile S), Damage 2d6+9 piercing",23,"Ranged dagger +22 (agile, finesse, thrown 10 feet, versatile S), Damage 1d4+9 piercing",22,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,23,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nimble Dodge Trigger A creature targets you with an attack and you can see the attacker; Requirements You are not encumbered. Effect You deftly dodge out of the way, gaining a +2 circumstance bonus to AC against the triggering attack.",,,FALSE
HORBUS SUNFALLOW,Uncommon,Neutral Evil,11,Human,Humanoid,,,,,,22,195,31,18,24,18,-3,,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee dagger +22 (agile, finesse, versatile S), Damage 1d4+9 piercing",22,"Melee shortsword +23 (agile, finesse, magical, versatile S), Damage 2d6+9 piercing",23,"Ranged dagger +22 (agile, finesse, thrown 10 feet, versatile S), Damage 1d4+9 piercing",22,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,23,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nimble Dodge Trigger A creature targets you with an attack and you can see the attacker; Requirements You are not encumbered. Effect You deftly dodge out of the way, gaining a +2 circumstance bonus to AC against the triggering attack.",,,FALSE
OLPHUS CORRENISH,Uncommon,Neutral Evil,11,Human,Humanoid,,,,,,22,195,31,18,24,18,-3,,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee dagger +22 (agile, finesse, versatile S), Damage 1d4+9 piercing",22,"Melee shortsword +23 (agile, finesse, magical, versatile S), Damage 2d6+9 piercing",23,"Ranged dagger +22 (agile, finesse, thrown 10 feet, versatile S), Damage 1d4+9 piercing",22,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,23,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nimble Dodge Trigger A creature targets you with an attack and you can see the attacker; Requirements You are not encumbered. Effect You deftly dodge out of the way, gaining a +2 circumstance bonus to AC against the triggering attack.",,,FALSE
SHADOW GUARDS,Uncommon,Neutral,11,Human,Humanoid,,,,,,24,195,31,22,20,19,,-1,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee longsword +24 (versatile P), Damage 2d8+10 slashing",24,"Ranged crossbow +23 (magical, range increment 120 feet, reload 1), Damage 2d8+6 piercing",23,"Ranged thunderstone +22 (range increment 30 feet, splash), Damage 3d4 sonic plus 3 sonic splash, deafened, and blinding blast (DC 28)",22,0,,0,,0,,0,,24,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
BARUSHAK IL-VARASHMA,Unique,Chaotic Evil,11,Human,Humanoid,,,,,,17,170,28,17,19,19,-1,,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee morningstar +20 (versatile P), Damage 2d6+8 bludgeoning",20,"Melee dagger +21 (agile, finesse, versatile S), Damage 1d4+8 piercing",21,"Ranged dagger +21 (agile, thrown 10 feet, versatile S), Damage 1d4+8 piercing",21,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,0,,21,"Arcane Prepared Spells DC 32, attack +22; 6th collective transposition, summon fiend, wall of force; 5th black tentacles, cone of cold, dispel magic, summon fiend; 4th dimension door, fly, phantasmal killer, summon fiend; 3rd acid arrow, fireball, locate, slow; 2nd invisibility, mirror image, summon fiend (c3972); 1st command, fear, floating disk, magic missile; Cantrips (6th) acid splash, detect magic, light, read aura, shield, tanglefoot",32,"Wizard School Spells DC 22, 2 Focus Points; 6th augment summoning (Pathfinder Core Rulebook 406), dimensional steps (Pathfinder Core Rulebook 406)",22,0,,32,22,,,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
BLOODY BERLETH,Unique,Neutral Evil,11,Human,Humanoid,Orc,,,,,24,245,30,23,21,20,,,,20,,,,,,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee shovel +24 (deadly 1d10, magical, trip, versatile B), Damage 2d10+11 slashing",24,"Ranged heavy crossbow +19 (range increment 120 feet, reload 2), Damage 1d10 piercing",19,0,,0,,0,,0,,0,,24,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
